"","ID","LineID","PriFault","SecFault","FmCode","FmName","UpFmCode","UpFmName","FaultSense","DipDir","HW_VOffset","Comment","Author","Year","Title","Source","RefPg","ErrRange","PubScale"
"2632",64,2933,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2633",64,2934,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2634",64,2935,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2635",64,2936,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2636",64,2937,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2637",64,2938,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2638",64,2939,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2639",64,2940,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2640",64,2941,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2641",64,2942,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2642",64,2943,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2643",64,2944,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2644",64,2945,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2645",64,2946,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2646",64,2947,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2647",64,2948,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2648",64,2949,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2649",64,2950,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2650",64,2951,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2651",64,2952,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2652",64,2953,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2653",64,2954,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2654",64,2955,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2655",64,2956,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2656",64,2957,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2657",64,2958,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2658",64,2959,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2659",64,2960,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
"2660",64,2961,"aerial photo interpretation","(none)",27460,"UPPER PALEOZOIC",25510,"MESOZOIC","unknown",NA,NA,"'Macro-fractures' ('air photo fractures') air photo lineaments longer than 3.2 km, inferred to be basement-controlled.","Haman, P.J. and Jurgens, K.","1974","The discovery of the Caroline Arch, Alberta, by lineament analysis.","in Proceedings of the First International Conference on New Basement Tectonics, Utah Geological Association, Publication 5, p. 153<U+0096>162.","161","< 1 km","1:364,369"
